id_video,fecha_recuperacion,fecha_publicacion,reproducciones,nombre_usuario,titulo,etiquetas,url_video,url_perfil
7323636966950440224,2024-12-02 17:22:42.161866,1-13,3.1M,songlyrics.apple,Lil tjay ,#music #applemusic ,https://www.tiktok.com/@songlyrics.apple/video/7323636966950440224,https://www.tiktok.com/@songlyrics.apple
7443885279766777110,2024-12-02 17:22:42.172543,Hace 4 h,17.2K,lyrics.songpremium,Gang baby ,#nlechoppa #lyrics #music #applemusic ,https://www.tiktok.com/@lyrics.songpremium/video/7443885279766777110,https://www.tiktok.com/@lyrics.songpremium
7433783510084766981,2024-12-02 17:22:42.182543,11-10,828,lopezcontilde,Apple Music vs. Spotify en 2024 - Algoritmo y recomendaciones! ,#spotify #applemusic ,https://www.tiktok.com/@lopezcontilde/video/7433783510084766981,https://www.tiktok.com/@lopezcontilde
7443731461003283755,2024-12-02 17:22:42.195867,Hace 14 h,774,urs0ngs,Get you ,#danielcaesar #lyrics #music #applemusic ,https://www.tiktok.com/@urs0ngs/video/7443731461003283755,https://www.tiktok.com/@urs0ngs
7280702307866627333,2024-12-02 17:22:42.206865,2023-9-19,30.4K,rodriguezcj_,Apple Music ha tenido un cambio muy cool con iOS 17. Nueva animación en la canciones 😜 ,#tech #techtips #apple #applemusic #ios17 ,https://www.tiktok.com/@rodriguezcj_/video/7280702307866627333,https://www.tiktok.com/@rodriguezcj_
7440247590110743839,2024-12-02 17:22:42.217265,11-22,456,tmacparks,Amazon Top Songs of 2024. Show me yours! ,#amazonmusic #topsongs #country ,https://www.tiktok.com/@tmacparks/video/7440247590110743839,https://www.tiktok.com/@tmacparks
7443537644635589921,2024-12-02 17:22:42.231261,Hace 1 día(s),110.3K,sp0tiflyrics0,Baby came home 🎵 ,#theneighbourhood #spotify #spotifylyrics #fyp #song #applemusic #viralsong #fy #foryou #viral #for ,https://www.tiktok.com/@sp0tiflyrics0/video/7443537644635589921,https://www.tiktok.com/@sp0tiflyrics0
7372196403013111046,2024-12-02 17:22:42.243314,5-23,197.2K,dyatech,Transfiere tus playlist desde cualquier sitio a otro sin problema ,#dyatech #tech #techtips #playlist #musica #spotify #ytmusic #applemusic ,https://www.tiktok.com/@dyatech/video/7372196403013111046,https://www.tiktok.com/@dyatech
7103112620575673602,2024-12-02 17:22:42.255314,2022-5-29,35.5K,mi___81a,私のおすすめの洋楽です✌🏽🤍,#音楽 #プレイリスト #プレイリスト紹介 #ミュージック #洋楽 #おすすめ ,https://www.tiktok.com/@mi___81a/video/7103112620575673602,https://www.tiktok.com/@mi___81a
7443668167039241503,2024-12-02 17:22:42.267269,Hace 18 h,547,carleynv,La cancion perfecta si ya superarste un amor “TIEMPO”  ⏱️  disponible ya en las plataformas ve y escuchala!! ,#nuevamusica #spotify #applemusic #artistatiktok #artista #spotifyartist #amazonmusic ,https://www.tiktok.com/@carleynv/video/7443668167039241503,https://www.tiktok.com/@carleynv
7274474847076355334,2024-12-02 17:22:42.279270,2023-9-2,278.6K,igoods.gadget,Replying to ,@moon ara #TikTokShop99BigSale #fyp #foryoupage #bergaransiresmioriginal ,https://www.tiktok.com/@igoods.gadget/video/7274474847076355334,https://www.tiktok.com/@igoods.gadget
7356295214270516512,2024-12-02 17:22:42.291735,4-10,6.7M,amxnedit,I finally found her 😍 ,#fyp #foryoupage #edits #dance #applemusic #videoviral #trend #applegirl #apple #doyouwantme #applest ,https://www.tiktok.com/@amxnedit/video/7356295214270516512,https://www.tiktok.com/@amxnedit
7160407419108003077,2024-12-02 17:22:42.304890,2022-10-30,2.1M,narezkamemovhaha,Топ 5 популярных песен в Apple Music 🇰🇿 ,#музыка #5 #kz #top #music #казахстан #applemusic #топ ,https://www.tiktok.com/@narezkamemovhaha/video/7160407419108003077,https://www.tiktok.com/@narezkamemovhaha
7300069861277895954,2024-12-02 17:22:42.317156,2023-11-10,50.9K,rol_10rllis,applemusic1.0🍎,#ive #dive #leeseo #kpop #이서 #아이브이서 #おすすめ #水色系統 #fyp #開封動画 #eitherway #offtherecord #baddie #ivemine ,https://www.tiktok.com/@rol_10rllis/video/7300069861277895954,https://www.tiktok.com/@rol_10rllis
